0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
215,9940,8066,11587,8299,13842,2905,452,4981,664,5249,11635,14874,14280,13284,2145,5914,14022,2535,9710,17261
216,2795,5257,1881,3316,3716,1542,980,1895,13409,9831,2612,6394,6092,707,3057,7719,0,4679,2976,1455
217,7997,1196,1061,7094,6868,1715,6985,15040,1702,7916,4201,1981,3110,6275,690,1741,1168,3020,1764,1668
218,1927,2670,1754,9524,485,4090,5523,5185,13285,66,2100,9159,189,434,13402,13276,2436,6755,12355,1758
219,2219,15042,13131,12121,12486,1939,9652,17155,3843,659,3616,2702,12166,1064,1408,2373,15396,13061,2338,62
220,3578,6478,1910,11073,8690,3644,1140,8438,12320,2686,7899,2823,7769,2616,2546,776,248,8793,1116,8794
221,4260,9743,92,7406,5062,724,5091,7200,6888,7277,7462,1025,300,12052,5282,7551,817,3278,579,1518
222,8703,14512,648,898,9191,428,10342,13789,9530,14093,8393,10426,2618,14953,13400,5231,725,18071,1082,3706
223,7203,1826,9458,5427,259,620,7740,9012,3905,5020,14692,18358,960,3001,11851,1070,10022,12047,143,8869
224,2030,9548,6900,2538,11495,2520,7917,303,2410,14392,6781,15444,2744,12374,3292,948,6921,288,1072,1680
225,3559,136,8710,5870,566,11110,6425,9761,790,2267,6270,6068,549,6096,7313,3567,3630,11549,6262,3764
226,8385,14855,5070,746,847,10978,11261,14636,1168,2307,3006,9355,2667,3054,5858,7636,10948,458,14294,17025
227,1134,561,17267,920,8964,8319,1800,701,5313,14892,6721,8388,6649,14188,11999,15334,6653,6807,352,12846
228,2904,12340,1325,4115,14241,608,107,7488,2758,1381,13455,14667,9108,3502,15333,6104,2099,7058,285,8814
229,14051,9848,74,2548,16680,18078,4038,4092,15354,15855,2356,1228,4165,2335,473,4416,335,6909,15490,13856
230,8263,1331,9594,11247,11425,9826,14087,5606,709,13725,481,6804,11479,9038,17663,5130,14513,9976,2835,249
