제목,원제,개봉일,스트리밍,대여,구매,평점,장르,재생 시간,출연진,시놉시스,이미지,감독
홀로 걷다,One of Us,2016,,,,"['75%', '7.0 (7k)']","['드라마', '코미디', '전쟁', '다큐멘터리', '공포', '스릴러', 'MadeinEurope']",59분,"['Georgina Campbell', 'Joe Dempsie', 'Adrian Edmondson', 'Steve Evets', 'Laura Fraser', 'Julie Graham', 'Gary Lewis', 'John Lynch', 'Juliet Stevenson', 'Joanna Vanderham', 'Christian Ortega', 'Kate Bracken', 'Kate Dickie']","신혼부부가 무참히 살해된다. 경찰은 두 집안의 반목에 주목하고, 얼키고 설킨 어두운 비밀과 거짓이 드러나기 시작한다.",https://images.justwatch.com/poster/43450520/s276/one-of-us.webp,
갑철성의 카바네리,甲鉄城のカバネリ,2016,"{'Netflix': ['1개', 'HD'], 'Amazon Prime Video': ['1개', 'HD'], 'wavve': ['1개', 'HD']}",,,"['76%', '7.2 (4k)']","['애니메이션', '액션', 'SF', '드라마', '판타지', '공포']",22분,"['Maaya Uchida', 'Yuki Kaji', 'Toshiki Masuda', 'Sayaka Senbongi', 'Tasuku Hatanaka', 'Mamoru Miyano', 'Aya Endo', 'Kanae Oki', 'Kensuke Sato', 'Miyu Sawai', 'Ryota Osaka', 'Go Shinomiya', 'Takahiro Sumi', 'Mariya Ise']","강철 피막의 심장을 뚫어야만 죽는 불사의 괴물 ""카바네"".",https://images.justwatch.com/poster/174787484/s276/gabceolseongyi-kabaneri.webp,
아인,亜人,2016,"{'Netflix': ['2개', 'HD']}",,,"['86%', '7.6 (5k)']","['액션', '판타지', 'SF', '스릴러', '애니메이션', '드라마', '공포']",24분,"['Mamoru Miyano', 'Yoshimasa Hosoya', 'Aya Suzaki', 'Daisuke Hirakawa', 'Hiroyuki Kinoshita', 'Hochu Otsuka', 'Jun Fukuyama', 'Kenichi Suzumura', 'Mikako Komatsu', 'Takahiro Sakurai', 'Toru Sakurai', 'Sho Koneri', 'Shougo Nakamura', 'Daigo Fujimaki', 'Maaya Sakamoto', 'Toru Okawa', 'Toshiyuki Morikawa', 'Soma Saito', 'Toshiyuki Morikawa', 'Atsuyoshi Miyazaki', 'Hiroyuki Yoshino', 'Itaru Yamamoto', 'Maaya Sakamoto', 'Masashi Nogawa']",평범한 고등학교의 우등생이던 나가이 케이.,https://images.justwatch.com/poster/1503209/s276/ain.webp,['Hiroyuki Seshita']
딥 워터,Deep Water,2016,"{'Netflix': ['1개', 'HD']}",,,"['75%', '6.9 (3k)']","['범죄', '드라마']",27분,"['Noah Taylor', 'Yael Stone', 'William McInnes', 'Jeremy Lindsay Taylor', 'Craig McLachlan', 'Ben Oxenbould', 'George Harrison Xanthis', 'Dan Spielman', 'Olivia McNamara', 'John Brumpton', 'Simon Burke', 'Simon Elrahi', 'Victoria Haralabidou', 'Renee Lim', 'Julian Maroun', 'Danielle Cormack']",어릴 적 살았던 바닷가 동네로 돌아온 형사. 구타당한 후 죽은 채로 발견된 게이 남성 사건에 투입된다. 수사가 진행될수록 오래전 세상을 떠난 오빠가 떠오르는 건 왜일까.,https://images.justwatch.com/poster/174952217/s276/deep-water.webp,['Shawn Seet']
좋은 사람,,2016,,,"{'Naver Store': ['1개', 'HD']}",,['드라마'],32분,"['Woo Hee-jin', 'Jung Ae-ri', 'Dokgo Young-jae']","사람에게서 받은 상처와 아픔을 사랑으로 치유하고, 결국엔 '사람이 희망'이라는 메시지를 전하는 드라마",https://images.justwatch.com/poster/194418112/s276/joheun-saram.webp,
롤라 앤 첼시,Wanted,2016,,,,"['80%', '7.7 (5k)']","['드라마', '액션', '범죄']",46분,"['Rebecca Gibney', 'Geraldine Hakewill', 'Robyn Malcolm', 'Kate Box', 'Michael Whalley', 'Paul Gleeson']",서로 너무도 다른 두 여자 롤라와 첼시. 살인 사건에 휘말린 그들은 누명을 쓰고 쫓기는 신세가 된다. 경찰마저 믿을 수 없는 사면초가. 의지할 데라고는 낯선 동행뿐이다.,https://images.justwatch.com/poster/202579859/s276/wanted-2016.webp,
슈퍼 러버즈,SUPER LOVERS（スーパーラヴァーズ）,2016,"{'wavve': ['1개', 'HD']}",,,"['74%', '6.7']","['드라마', '코미디', '로맨스', '애니메이션']",23분,"['Junko Minagawa', 'Tomoaki Maeno', 'Yoshitsugu Matsuoka', 'Takuma Terashima', 'Ayumu Murase']","나와 가족이 되어 볼래? --그래서 좀 더 설렘을 느껴볼 생각 없어?어머니가 위독하다는 소식에 속아 해외로 가게 된 고등학생 카이도 하루는, 그곳에서 갑자기 ＂네 동생이다!＂라 말하는 렌이라는 남자아이를 소개받는다. 그 누구의 말도 듣지 않는 야생아 렌을 필사적으로 돌보는 하루였으나, 아무래도 렌에게는 출생의 비밀이 있는 모양. 게다가 겨우 렌이 하루에 마음을 열려던 참에 어떤 비극이 하루를 덮친다. --그리고 5년 후, 하루는 도쿄에서 성장한 렌과 재회하게 되는데...?",https://images.justwatch.com/poster/141935470/s276/syupeo-reobeojeu.webp,
디보스,Divorce,2016,"{'wavve': ['3개', 'HD']}",,,"['66%', '5.8']","['코미디', '드라마']",29분,"['Sarah Jessica Parker', 'Thomas Haden Church', 'Molly Shannon', 'Talia Balsam', 'Charlie Kilgore', 'Sterling Jerins', 'Tracy Letts', 'Finise Avery']",두 중년 여성이 갓 이혼한 친구들의 영향을 받아 이혼을 고민하는 모습을 보여주는 드라마,https://images.justwatch.com/poster/135581152/s276/diboseu.webp,
풀러 하우스,Fuller House,2016,"{'Netflix': ['5개', '4K']}",,,"['79%', '6.7 (26k)']","['코미디', '가족']",27분,"['Jodie Sweetin', 'Candace Cameron Bure', 'Andrea Barber', 'Elias Harger', 'Soni Bringas', 'Michael Campion', 'Juan Pablo Di Pace']",싱글맘인 DJ 태너-풀러의 세 아들 양육을 도우러 한 지붕 아래로 들어온 여동생 스테파니와 친구 키미. 이때부터 바람 잘 날 없는 태너 가족 이야기가 펼쳐진다.,https://images.justwatch.com/poster/21069369/s276/fuller-house.webp,
언젠가 티파니에서 아침을,,2016,,"{'Naver Store': ['1개', 'HD']}",,,,22분,,"여고 동창생들의 연애, 사랑, 가족, 우정, 고민, 갈등, 성장, 라이프 스타일 등을 통해 자아성찰과 새로운 자신을 발견하고 성장해가는 모습을 그린 힐링 먹방 드라마",https://images.justwatch.com/poster/210216684/s276/eonjenga-tipanieseo-acimeul.webp,
케빈 캔 웨이트,Kevin Can Wait,2016,,"{'Naver Store': ['2개', 'HD']}","{'Naver Store': ['2개', 'HD']}","['63%', '5.6 (9k)']",['코미디'],21분,"['Kevin James', 'Taylor Spreitler', 'Leah Remini', 'Ryan Cartwright', 'Gary Valentine', 'Leonard Earl Howze', 'Mary-Charles Jones', 'James DiGiacomo']","은퇴한 경찰이 그의 아내와 세 아이들과 함께 의미있는 시간을 보내려 하지만, 거리에서 근무하는 것보다 집에서 더 힘든 상황을 맞이하게 된다.",https://images.justwatch.com/poster/23204945/s276/kebin-kaen-weiteu.webp,
데그라시: 넥스트 클래스,Degrassi: Next Class,2016,"{'Netflix': ['4개', 'HD']}",,,"['76%', '6.8 (3k)']","['드라마', '로맨스']",24분,"['Eric Osborne', 'Sara Waisglass', 'Ricardo Hoyos', 'Olivia Scriven', 'Ehren Kassam', ""Lyle O'Donohoe"", 'André Dae Kim', 'Ana Golja', 'Reiya Downs', 'Richard Walters', 'Amanda Arcuri', 'Nikki Gould', 'Jamie Bloch', 'Spencer MacPherson', 'Chelsea Clark', 'Dante Scott', 'Amir Bageria', 'Soma Bhatia', 'Parham Rownaghi']",첨단 기술로 무장한 차세대 신입생들과 재학생들이 질풍노도의 고등학교 생활을 헤쳐 나가는 모습을 그린 드라마 시리즈. 10대라면 누구나 공감할 것이다.,https://images.justwatch.com/poster/177836815/s276/degrassi-next-class.webp,
천일야사,,2016,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}",,,,,1시간 5분,"['강다영', '장신애', '김장환', '김나인', '계승현', '김선은', '김희라', '배건식', '성인자']",세상을 지배한 리더들의 치열한 역사 이야기! 지난 역사를 통해 현재의 모습을 반추해보고 역사 속 사건과 인물들이 주는 메시지에 집중하고자 하는 프로그램,https://images.justwatch.com/poster/249206571/s276/ceonilyasa.webp,['장시원']
기억,,2016,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}","['76%', '8.0']",['드라마'],42분,"['Lee Sung-min', 'Kim Ji-soo', 'Park Jin-hee', 'Yoon So-hee', 'Lee Jun-ho', 'Jeon No-min', 'Ban Hyo-jung', 'Jang Gwang', 'Park Joon-geum', 'Kang Ji-woo', 'Nam Da-reum', 'Song Sam-dong', 'Lee Jeong-kil', 'Song Seon-mi', 'Song Ji-in', 'Yeo Hoi-hyeon', 'Lee Hee-jin']","알츠하이머 선고 받은 로펌 변호사가 남은 인생을 걸고 펼치는 마지막 변론기이자, 기억을 잃어가면서도 끝내 지키고 싶은 삶의 가치와 가족애를 그린 작품",https://images.justwatch.com/poster/167717663/s276/memory.webp,['Park Chan-hong']
써틴,Thirteen,2016,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}",,,"['77%', '7.2 (7k)']","['드라마', '범죄', '스릴러', 'MadeinEurope']",59분,"['Jodie Comer', 'Natasha Little', 'Stuart Graham', 'Katherine Rose Morley', 'Joe Layton', 'Richard Rankin', 'Valene Kane', 'Aneurin Barnard', 'Eleanor Wyld', 'Nicholas Farrell', 'Mark Flitton', 'Ceri Murphy', 'Kemi-Bo Jacobs', 'Charles Babalola', 'Ariyon Bakare', 'Suzette Llewellyn', 'Chipo Chung', 'Melina Matthews', 'Peter McDonald']",13세에 납치되어 실종되었다가 13년 만에 지하실에서 탈출에 성공한 아이비 목섬의 이야기,https://images.justwatch.com/poster/190121090/s276/sseotin.webp,
리벨리언,Rebellion,2016,"{'Netflix': ['2개', 'HD']}",,,"['77%', '7.2 (3k)']","['전쟁', '드라마', '역사', 'MadeinEurope']",51분,"['Charlie Murphy', 'Ruth Bradley', 'Sarah Greene', 'Brian Gleeson', 'Barry Ward', 'Michelle Fairley', 'Ian McElhinney', 'Michael Ford-FitzGerald', 'Paul Reid', 'Perdita Weeks', 'Brian McCardie', 'Lydia McGuinness', 'Andrew Simpson', 'Steve Wall', 'Barry Keoghan', ""Laurence O'Fuarain"", 'Ann Skelly', 'Michael Feast', 'Niamh Cusack', 'Joanne Brennan', 'Sophie Robinson', 'Jason Cullen', 'Jordanne Jones', 'Millie Donnelly', 'Jaelynne Wallace Ruane', 'Gus McDonagh', 'Marcus Lamb', 'Sebastian Thommen', 'Ryan McAllister', 'Jane Herbert', 'Lalor Roddy', 'Jack Shepherd', 'Ruairí Heading', 'Stefan Dunbar', ""Camille O'Sullivan"", 'Barry Barnes', 'John Connors', 'Barry McGovern', 'Paul McCloskey', 'Adrian Hudson', 'Charlie Bonner', 'Mark Lambert', 'Charlie Kelly', 'Eemeli Louhimies', 'Andrei Alén', 'Ian Toner', 'Tom Turner']",비극으로 끝난 1916년 더블린 부활절 봉기. 그러나 역사는 아직 끝나지 않았다. 독립과 자치를 염원하는 아일랜드 혁명가들이 영국군을 상대로 기나긴 전쟁을 시작한다.,https://images.justwatch.com/poster/180973101/s276/rebellion.webp,
트롤헌터: 아카디아의 전설,Trollhunters: Tales of Arcadia,2016,"{'Netflix': ['3개', 'HD']}",,,"['92%', '8.4 (15k)']","['SF', '애니메이션', '코미디', '가족', '드라마', '액션', '판타지']",22분,"['Lexi Medrano', 'Charlie Saxton', 'Amy Landecker', 'Kelsey Grammer', 'Fred Tatasciore', 'Yara Shahidi', 'Jonathan Hyde', 'Ron Perlman', 'Tom Hiddleston', 'Laraine Newman', 'James Purefoy', 'Cole Sand', 'Lena Headey', 'Emile Hirsch']",스토리텔링의 귀재 기예르모 델 토로의 판타지 소설이 애니메이션으로 찾아왔다. 평범한 소년이 마을 지하에 존재하는 놀라운 몬스터의 세계를 발견하며 펼쳐지는 이야기.,https://images.justwatch.com/poster/63236240/s276/teurol-heonteo.webp,
가면라이더 에그제이드,,2016,"{'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}",,,,24분,,현대사회에는 컴퓨터 게임 바이러스가 만연하고 있었다.,,
Fate/Grand Order x 氷室の天地 ~7人の最強偉人篇~,Fate/Grand Order - Absolute Demonic Front: Babylonia,2016,"{'Netflix': ['1개', 'HD'], 'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}","['81%', '7.4']","['액션', '드라마', '판타지', '역사', '애니메이션', 'SF']",24분,"['Rie Takahashi', 'Nobunaga Shimazaki', 'Yuu Asakawa', 'Yu Kobayashi', 'Ayako Kawasumi', 'Tomokazu Seki', 'Kana Ueda', 'Maaya Sakamoto', 'Shin-ichiro Miki', 'Takahiro Sakurai', 'Tetsu Inada']","서력 2015년. 마술이 아직까지 성립하고 있었던 최후의 시대. 인리계속보장기관 칼데아는 인간의 역사를 더 길고 강하게 존속시킨다는 사명 하에 마술로만은 볼 수 없는 세계, 과학으로는 헤아릴 수 없는 세계를 관측하여 인류의 결정적인 위기를 막기 위해 설립되었다. 어느 날, 칼데아에서 관측해온 미래가 사라지고 인류는 2017년까지 멸망할 것이라는 게 판명, 아니 증명되어버렸다. 그 원인으로 여겨진 것이 서력 2004년 일본의 지방 도시, 후유키. 이곳에 지금까지는 없었던 「관측할 수 없는 영역」이 나타난 것이다. 칼데아는 이것을 인류멸망의 원인으로 판단, 특이점의 조사 및 해명 혹은 파괴를 목적으로한 임무, ""성배탐색"" 그랜드 오더를 명한다.",https://images.justwatch.com/poster/219416423/s276/fate-grand-order-jeoldaemasujeonseon-babilronia.webp,['Toshifumi Akai']
컨테인먼트,Containment,2016,"{'wavve': ['1개', 'HD']}",,,"['75%', '7.2 (10k)']",['드라마'],42분,"['Kristen Gutoskie', 'George Young', 'Christina Moses', 'Trevor St. John', 'David Gyasi', 'Chris Wood', 'Claudia Black', 'Hanna Mangan Lawrence', 'Elyse Levesque']","애틀란타를 배경으로 치명적인 전염병이 퍼지면서 도시 안에 갖혀버린 사람들의 생존을 위한 사투와 공포, 혼란을 담은 드라마",https://images.justwatch.com/poster/175845202/s276/keonteinmeonteu.webp,
뱀파이어 탐정,,2016,,"{'Naver Store': ['1개', 'HD']}",,"['74%', '6.7']","['스릴러', '범죄', '판타지']",1시간 0분,"['Lee Joon', 'Oh Jung-se', 'Lee Se-young', 'Kim Yoon-hye', 'Lee Chung-ah', 'Jo Bok-rae', 'Jei', 'Ahn Se-ha', 'Kim Ki-Moo', 'Choi Gwi-hwa']",어느 날 갑자기 뱀파이어가 된 까칠한 사설 탐정 '윤산'이 다양한 사연을 가진 의뢰인들의 사건을 해결해나가며 자신을 둘러싼 미스터리와 과거 비밀을 파헤치는 이야기를 그린 드라마.,https://images.justwatch.com/poster/192582711/s276/vampire-detective.webp,['김가람']
테라스 하우스: 하와이편,テラスハウス Aloha State,2016,"{'Netflix': ['4개', 'HD']}",,,"['85%', '7.5']","['RealityTV', '드라마']",35분,"['Azusa Babazono', 'Reina Triendl', 'Yoshimi Tokui', 'Ryota Yamasato', 'You', 'Kentaro Ito']","아름다운 하와이 해변에서 펼쳐지는 남자 셋, 여자 셋의 새로운 이야기. 한 지붕 아래서 살게 된 이들의 첫 만남부터 두근두근한 썸과 데이트, 그리고 진한 우정의 이야기가 펼쳐진다.",https://images.justwatch.com/poster/141815140/s276/terrace-house-aloha-state.webp,
결혼계약,,2016,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['85%', '7.6']","['드라마', '가족']",1시간 3분,"['Lee Seo-jin', 'Uee', 'Kim Yong-geon', 'Park Jeong-Su', 'Lee Hwi-hyang', 'Kim Young-pil', 'Shin Rin-a', 'Kim Kwang-kyu', 'Pyo Ye-jin', 'Kim Yoo-ri', 'Jung Kyung-soon', 'Kim So-jin']",인생의 가치가 돈뿐인 남자와 삶의 벼랑 끝에 선 여자가 극적인 관계로 만나 진정한 사랑의 의미를 찾아가는 정통 멜로 드라마,https://images.justwatch.com/poster/192580059/s276/marriage-contract.webp,['Kim Jin-min']
선택! 줌보의 디저트,Zumbo's Just Desserts,2016,"{'Netflix': ['1개', 'HD']}",,,"['72%', '6.9 (2k)']",['RealityTV'],53분,"['Adriano Zumbo', 'Gigi Falanga', 'Rachel Khoo']","디저트의 마술사 줌보가 차세대 윌리 웡카를 찾습니다! 10만 달러가 걸린 치열한 경쟁, 프로 못지 않은 아마추어들의 경합. 여기가 바로 일세?",https://images.justwatch.com/poster/187551300/s276/zumbos-just-desserts.webp,
겟 다운,The Get Down,2016,"{'Netflix': ['2개', '4K']}",,,"['85%', '8.3 (21k)']","['드라마', '음악']",1시간 3분,"['Justice Smith', 'Shameik Moore', 'Herizen F. Guardiola', 'Skylan Brooks', 'Jaden Smith', 'Tremaine Brown Jr.', 'Yahya Abdul-Mateen II', 'Jimmy Smits', 'Stefanée Martin', 'Shyrley Rodriguez', 'Mamoudou Athie', 'Giancarlo Esposito']","1970년대의 사우스 브롱크스를 배경으로, 힙합씬이 형성되던 시기에 자신들만의 방식으로 대도시에서 살아가는 10대들의 이야기를 그린 음악 드라마",https://images.justwatch.com/poster/8834712/s276/season-1-2016.webp,
Live PD,,2016,"{'wavve': ['1개', 'HD']}",,,"['85%', '8.1']","['다큐멘터리', 'RealityTV', '범죄']",1시간 16분,,Dash cams capture footage from urban and rural police forces while on the job. A live look inside the everyday calls of police officers across the nation.,https://images.justwatch.com/poster/122387550/s276/live-pd.webp,
다큐프라임,,2016,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}",,,,['다큐멘터리'],50분,,한국교육방송공사의 교육기획 다큐멘터리 프로그램,https://images.justwatch.com/poster/60748380/s276/dakyupeuraim.webp,
양남자쇼,,2016,,"{'Naver Store': ['1개', 'HD']}",,,,1시간 0분,"['Eric Nam', 'Yang Se-hyung', 'Jang Do-yeon']",Eric Nam and Yang Se Hyung will be kicking off with a new talk show which will feature talk corners and missions that are specially prepared for the guests.,,"['Kwon Ji-Hoon ', ' Cha Ye-Rin']"
라스트 찬스 대학,Last Chance U,2016,"{'Netflix': ['5개', '4K']}",,,"['86%', '8.4 (6k)']","['다큐멘터리', '스포츠']",52분,"['Ron Ollie', 'John Iii Franklin', 'John Iii Franklin', 'John Iii Franklin']","한때는 유망주, 하지만 지금은 전문대 풋볼 리그 선수들. 이대로 낙오자가 될 것인가, 아니면 더 높은 무대로 나갈 것인가? 기회는 한 번뿐. 미래를 위한 승부가 시작된다.",https://images.justwatch.com/poster/73848999/s276/last-chance-u.webp,
파라노이드,Paranoid,2016,"{'Netflix': ['1개', 'HD']}",,,"['72%', '6.7 (7k)']","['범죄', '드라마', '스릴러', 'MadeinEurope']",44분,"['Indira Varma', 'Robert Glenister', 'Neil Stuke', 'Linda Felber', 'Lucy Cannonbury']",놀이터에서 한 여자가 무참하게 살해된 채 발견됐다. 살인자를 찾기 위한 사건 수색이 진행될수록 형사들이 빠져드는 미궁. 이 모든 것의 시작은 어디인가.,https://images.justwatch.com/poster/178669427/s276/paranoid.webp,
더 윈저스,The Windsors,2016,"{'Netflix': ['3개', 'HD']}",,,"['77%', '7.1 (2k)']",['코미디'],26분,"['Harry Enfield', 'Haydn Gwynne', 'Hugh Skinner', 'Morgana Robinson', 'Katy Wix', 'Tom Durant-Pritchard']","왕족은 고상하고 기품 있다? 시기, 질투가 빚어낸 암투와 음모로 가득한 영국 왕실. 대놓고 야하고 말도 안 되게 웃기면서 어딘가 그럴듯한 왕가 사람들의 일상을 기대하시라!",https://images.justwatch.com/poster/171498825/s276/the-windsors.webp,
긍정이 체질,,2016,"{'Watcha': ['1개', 'HD']}",,,"['93%', '7.8']","['드라마', '코미디', '로맨스']",19분,"['Doh Kyung-soo', 'Chae Seo-jin', 'Lee Da-wit', 'Kim Jong-soo', 'Heo Joon-seok', 'Kim Eui-sung', 'Nam Gi-ae']",졸업영화 제작 지원이 결정됐다! 하지만 그 앞에 펼쳐지는 수많은 난관들! 그들의 영화와 사랑은 완성될 수 있을까?,https://images.justwatch.com/poster/124533728/s276/geungjeongi-cejil.webp,['Lee Byeong-heon']
Grizzy & the Lemmings,Grizzy et les Lemmings,2016,"{'Netflix': ['2개', 'HD']}",,,"['85%', '7.0']","['코미디', '애니메이션', '가족', 'MadeinEurope']",7분,"['Pierre-Alain de Garrigues', 'Josselin Charier', 'Victor Moulin']","The forest ranger's house is the only area of human civilization in the middle of untamed wilderness in a vast natural reserve in Canada. When the ranger is away, a bear named Grizzy feels that the ranger's house is his territory, given that bears sit at the top of the food chain. After making his way inside the home, Grizzy takes advantage of all the modern conveniences there, including a comfortable sofa, air conditioning and fully equipped kitchen. He's not alone, though, because a group of small creatures called lemmings also populate the ranger's house when he is away. Because Grizzy and the lemmings are not civilized enough to live together in peace, it becomes an atmosphere of madness when the two sides try to outdo each other with tricks.",https://images.justwatch.com/poster/24983139/s276/grizzy-et-les-lemmings.webp,
굿모닝 콜,グッドモーニング・コール,2016,"{'Netflix': ['1개', 'HD']}",,,"['79%', '7.5 (2k)']","['드라마', '코미디', '로맨스']",48분,"['Haruka Fukuhara', 'Shunya Shiraishi', 'Dori Sakurada', 'Yosuke Sugino', 'Moe Arai', 'Shugo Nagashima', 'Koya Nagasawa', 'Itsuki Sagara', 'Maryjun Takahashi', 'Madoka Yoshida']",한 여고생이 드디어 자신만의 아파트를 장만하지만 학교에서 제일 인기있는 남학생과 공유해야만 한다. 이 사실은 어느 누구도 알면 안 되는 비밀이다.,https://images.justwatch.com/poster/215868180/s276/gutsudomoningukoru.webp,"['Takashi Fujio ', ' Yo Kawahara']"
